id,life,dis,money,sex,age
5763,8,3,8,2,4
5769,7,3,8,2,4
5773,8,2,7,2,4
5775,9,3,8,2,4
5776,8,3,8,1,4
5791,8,3,8,1,4
5793,8,3,7,2,4
5795,7,3,6,1,1
5803,8,3,7,1,3
5818,6,2,3,1,2
5823,7,3,5,2,4
5833,5,2,3,2,4
5836,5,3,4,1,4
5842,5,3,5,2,3
5848,8,1,9,2,2
5853,7,2,4,2,4
5857,6,1,3,2,2
5863,8,3,3,2,3
5866,7,3,6,2,3
5870,6,2,4,2,3
5871,5,2,5,1,2
5877,2,2,3,2,5
5885,5,2,6,2,3
5892,8,3,6,1,2
5899,5,2,4,1,4
5913,5,3,6,2,3
5920,7,2,5,2,2
5935,7,3,7,2,3
5941,7,3,3,1,2
5947,7,1,7,2,2
5955,6,3,7,2,3
5957,10,3,10,2,4
5961,8,3,8,2,4
5972,5,2,2,2,3
5976,7,3,5,2,2
6053,3,3,3,1,5
6062,6,2,1,1,4
6071,4,1,3,1,4
6076,4,2,5,2,3
6081,5,2,3,1,1
6087,6,2,3,1,2
6095,6,3,3,1,5
6098,6,3,2,2,2
6102,6,1,2,1,4
6106,7,2,3,1,4
6116,7,2,5,1,5
6131,5,1,2,2,2
6136,6,1,3,2,4
6144,6,3,4,1,3
6150,5,3,2,1,4
6157,0,1,2,2,3
6163,5,3,3,2,5
6170,5,3,5,2,4
6174,5,2,3,2,1
6179,6,2,1,2,5
6182,6,3,3,2,5
6187,5,4,2,1,3
6191,4,2,2,2,4
6195,4,2,2,2,4
6201,5,3,2,1,4
6204,5,2,3,1,4
6208,4,2,3,2,1
6213,5,1,2,2,4
6219,5,2,4,2,3
6223,7,3,4,2,4
6227,7,3,4,1,1
6231,6,2,5,2,3
6234,8,3,3,2,4
6240,7,4,4,2,4
6243,7,3,6,1,1
6248,7,4,6,1,5
6250,5,2,5,2,3
6255,8,3,6,1,4
6259,8,3,5,2,5
6261,6,3,5,2,5
6262,8,3,5,1,5
6274,5,3,4,1,3
6279,8,3,6,1,5
6286,3,3,3,2,5
6289,5,3,5,2,2
6294,5,3,5,1,3
6299,5,3,5,2,3
6304,4,2,5,1,2
6311,5,2,6,2,4
6313,3,2,2,1,3
6319,5,3,5,1,2
6324,10,2,5,2,3
6335,5,2,5,2,4
6339,5,3,5,2,3
6341,6,2,6,2,1
6351,7,1,5,2,3
6357,7,1,5,1,2
6365,5,3,3,1,5
6378,5,3,2,2,2
6382,3,2,3,2,1
6388,7,3,3,1,2
6398,2,2,2,2,3
6404,7,2,2,1,5
6455,7,3,5,2,3
6468,7,2,3,1,2
6472,5,2,1,1,2
6481,7,3,4,1,5
6485,5,2,5,1,5
6494,8,3,3,2,5
6501,7,3,7,2,3
6518,4,3,2,2,5
6523,7,3,2,2,4
6528,6,1,2,1,5
6531,5,2,3,2,5
6537,6,3,3,2,5
6542,6,2,5,2,1
6547,6,2,1,2,5
6551,7,4,4,1,5
6563,5,3,2,2,5
6566,5,3,2,2,4
6572,3,1,1,1,5
6576,5,3,4,1,4
6580,3,1,2,1,5
6590,6,2,4,2,4
6595,4,2,2,2,4
6597,6,3,4,1,4
6602,5,1,3,1,4
6603,6,3,5,2,5
6605,5,3,6,2,5
6611,5,3,7,1,3
6615,7,3,6,1,5
6621,5,2,4,2,4
6625,6,3,7,2,4
6636,7,3,5,2,5
6646,3,2,3,1,4
6652,3,2,1,2,1
6655,4,3,5,1,5
6658,5,3,5,1,4
6665,8,3,2,2,5
6672,5,3,6,2,2
6677,7,3,4,1,3
6682,8,2,4,1,1
6687,5,3,4,2,4
6698,6,3,4,2,5
6703,5,4,2,1,4
6711,8,4,5,2,5
6717,5,3,4,2,4
6724,9,3,5,2,1
6731,5,2,6,1,1
6739,5,3,6,2,5
6746,8,3,6,1,2
6763,7,3,5,2,2
6767,5,3,4,2,4
6774,6,3,2,2,5
6784,5,2,5,2,2
6789,8,3,5,2,4
6795,7,3,4,2,3
6807,4,3,5,2,2
6818,5,4,5,2,4
6820,4,3,4,2,2
6836,6,4,5,1,1
6839,3,2,3,1,4
6845,7,2,5,2,2
6859,5,2,6,2,4
6866,6,3,5,2,3
6873,8,3,5,1,2
6876,7,4,5,1,2
6881,5,3,4,2,1
6887,4,2,5,1,2
6895,7,4,5,1,3
6898,3,3,1,2,3
6907,6,2,6,2,3
6913,7,3,2,2,3
6919,3,2,3,1,4
6926,5,2,5,2,4
6931,8,4,6,2,2
6937,5,3,4,2,3
6943,4,2,5,1,3
6949,3,3,5,1,3
6956,5,4,5,2,5
6960,5,3,4,2,3
6967,7,1,6,2,3
6972,7,3,5,2,3
6977,7,2,7,2,3
6982,8,2,6,2,3
6987,5,3,5,1,4
6993,7,2,6,2,3
6997,7,2,5,1,2
7000,2,2,5,2,1
7009,3,1,6,2,1
7012,5,2,8,2,5
7018,3,2,7,1,3
7026,5,3,4,1,4
7030,6,3,8,2,4
7039,8,3,5,1,3
7047,6,2,7,1,4
7057,6,2,5,2,3
7062,8,3,9,1,4
7068,10,3,10,2,4
7074,5,1,7,2,2
7081,7,2,3,1,2
7084,5,3,7,2,3
7097,3,2,2,1,2
7109,5,2,2,2,3
7111,8,3,5,2,2
7122,10,2,2,2,2
7130,5,2,2,2,5
7136,5,4,8,1,4
7146,9,3,4,1,4
7152,8,3,7,2,4
7160,7,3,7,2,3
7165,6,4,6,2,2
7175,5,3,5,2,3
7181,3,3,3,2,1
7189,6,4,5,2,4
7196,8,4,6,1,3
7204,8,4,7,1,4
7211,7,3,0,2,2
7213,8,4,7,2,3
7221,8,3,7,1,3
7222,7,3,7,1,3
7224,7,4,5,2,3
7229,8,4,5,2,3
7247,9,3,8,2,4
7253,8,4,6,2,4
7268,6,3,5,2,5
7269,7,3,5,2,4
7282,6,3,5,2,4
7295,3,3,5,2,5
7296,9,3,7,1,5
7302,5,3,5,1,3
7309,9,3,6,2,1
7319,5,4,5,2,5
7325,0,2,0,1,2
7330,5,3,5,2,4
7338,8,4,6,2,1
7346,7,4,5,2,5
7351,6,3,6,2,2
7361,7,3,5,2,4
7374,5,3,5,1,3
7380,5,2,3,1,4
7387,6,3,5,1,3
7393,4,2,1,2,1
7402,3,3,5,1,4
7404,7,3,4,1,3
7418,5,2,5,2,1
7427,5,3,5,1,2
7432,9,3,5,2,3
7438,5,4,3,2,2
7442,7,3,3,1,2
7445,6,2,2,2,2
7450,5,2,1,2,3
7454,5,2,1,2,1
7459,7,2,3,2,3
7463,8,2,4,2,1
7469,5,3,3,2,1
7473,2,3,1,2,3
7476,6,2,3,2,2
7485,5,1,5,1,1
7492,4,2,5,2,3
7500,6,3,3,2,3
7506,6,2,5,2,1
7512,3,1,4,2,3
7519,7,2,2,2,2
7528,3,3,4,2,1
7532,3,2,3,2,2
7539,4,2,3,1,1
7546,5,2,5,1,2
7551,5,2,2,2,3
7554,4,3,3,1,4
7559,4,1,1,2,2
7565,4,2,2,2,3
7568,7,2,5,2,2
7572,7,3,1,1,2
7577,5,2,1,2,1
7584,7,3,5,2,2
7587,5,2,1,2,3
7591,5,2,6,2,3
7595,8,3,5,2,3
7602,8,2,7,2,1
7611,8,3,4,1,3
7618,5,2,5,1,1
